Norma,Data de publicação,Ementa,Órgão de origem,Assuntos,Texto Integral,Tipo,Filename
RES - RESOLUÇÃO 301/2002,05/06/2002,"Autoriza a Construtora Barbosa Mello S.A, estabelecer-se como Produtor Independente de Energia Elétrica mediante a exploração do potencial hidráulico Pequena Central Hidrelétrica Monjolo, no rio do Peixe, municípios de Conceição do Mato Dentro e Santo Antonio do Rio Abaixo, (MG), para comercialização da energia elétrica produzida.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2002301.pdf,RES,res2002301.pdf
RES - RESOLUÇÃO 300/2003,27/06/2003,"Homologa as tarifas de fornecimento de energia elétrica, e fixa os valores da Taxa de Fiscalização dos Serviços de Energia Elétrica - TFSEE e as Tarifas de Uso dos Sistemas de Distribuição - TUSD, para o período de junho de 2003 a maio de 2004, para a Departamento Municipal de Eletricidade de Poços de Caldas - DMEPC.",ANEEL,"Homologação 
 ",http://www.aneel.gov.br/cedoc/res2003300.pdf,RES,res2003300.pdf
RES - RESOLUÇÃO 300/2001,08/08/2001,"Autoriza a Ecoluz do Paraná Ltda, a estabelecer-se como Produtor Independente de Energia Elétrica, mediante a implantação da central geradora termelétrica Ecoluz, no município de Guarapuava, (PR).",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2001300.pdf,RES,res2001300.pdf
REN - RESOLUÇÃO NORMATIVA 302/2008,06/03/2008,"Altera a Resolução Normativa ANEEL 067 de 08.06.2004, que estabelece os critérios para composição da rede básica do Sistema Interligado Nacional - SIN.",ANEEL,"Alteração 
 ",http://www.aneel.gov.br/cedoc/ren2008302.pdf,REN,ren2008302.pdf
REN - RESOLUÇÃO NORMATIVA 303/2008,27/03/2008,"Estabelece metodologia e procedimentos para a apuração, demonstração e validação do montante do ICMS contabilizado como custo decorrente da aquisição de combustíveis, bem como a apuração, demonstração, fiscalização e pagamento do passivo a ser restituído à Conta de Consumo de Combustíveis nos Sistemas Isolados - CCC - ISOL, pelos agentes beneficiários que receberam reembolso de ICMS em montante superior ao efetivo custo incorrido com esse imposto.",ANEEL,"Fixação 
 ",http://www.aneel.gov.br/cedoc/ren2008303.pdf,REN,ren2008303.pdf
RES - RESOLUÇÃO 303/2003,27/06/2003,"Homologa as tarifas de fornecimento de energia elétrica, e fixa os valores da Taxa de Fiscalização dos Serviços de Energia Elétrica - TFSEE e as Tarifas de Uso dos Sistemas de Distribuição - TUSD, para o período de junho de 2003 a maio de 2004, para a Centrais Elétricas de Carazinho - ELETROCAR.",ANEEL,"Homologação 
 ",http://www.aneel.gov.br/cedoc/res2003303.pdf,RES,res2003303.pdf
REN - RESOLUÇÃO NORMATIVA 304/2008,13/03/2008,"Altera os arts. 1º, 2º, 3º, 4º e 5º da Resolução ANEEL 371 de 29.12.1999, que regulamenta a contratação e comercialização de reserva de capacidade por autoprodutor ou produtor independente, para atendimento a unidade consumidora diretamente conectada às suas instalações de geração, bem como altera o inciso II do art. 4º e revoga o inciso V do art. 2º da Resolução ANEEL 715 de 28.12.2001, e revoga o art. 23 da Resolução ANEEL 281 de 01.10.1999.",ANEEL,"Alteração 
 ",http://www.aneel.gov.br/cedoc/ren2008304.pdf,REN,ren2008304.pdf
RES - RESOLUÇÃO 302/2003,27/06/2003,"Homologa as tarifas de fornecimento de energia elétrica, e fixa os valores da Taxa de Fiscalização dos Serviços de Energia Elétrica - TFSEE e as Tarifas de Uso dos Sistemas de Distribuição - TUSD, para o período de junho de 2003 a maio de 2004, para a Muxfeldt, Marin e Companhia Ltda.",ANEEL,"Homologação 
 ",http://www.aneel.gov.br/cedoc/res2003302.pdf,RES,res2003302.pdf
RES - RESOLUÇÃO 304/2003,01/07/2003,"Estabelece os valores da segunda etapa da revisão da receita anual permitida, vinculada às instalações de transmissão da rede básica e de conexões da Companhia Estadual de Energia Elétrica - CEEE e os valores com vigência a partir das datas de reajuste anual das concessionárias de distribuição de energia elétrica CEEE Distribuidora, Rio Grande Energia - RGE e AES Sul Distribuidora Gaúcha de Energia S.A.",ANEEL,"Fixação 
 ",http://www.aneel.gov.br/cedoc/res2003304.pdf,RES,res2003304.pdf
RES - RESOLUÇÃO 304/1998,28/09/1998,"Autoriza a Centrais Geradoras do Sul do Brasil S.A - GERASUL a estabelecer-se como Produtor Independente de Energia Elétrica, através de usinas termelétricas em municípios dos Estados de Santa Catarina e Rio Grande do Sul.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res1998304.pdf,RES,res1998304.pdf
RES - RESOLUÇÃO 302/1998,24/09/1998,"Autoriza a COPEBRÁS - Negro de Fumo S.A, a estabelecer-se como Produtor Independente de Energia Elétrica, mediante a exploração da usina térmica de cogeração, no município de Cubatão, (SP), bem como revoga a autorização outorgada pela Portaria DNAEE 066 de 25.03.1997.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res1998302.pdf,RES,res1998302.pdf
REN - RESOLUÇÃO NORMATIVA 305/2008,11/04/2008,"Aprova as Regras de Comercialização referentes ao repasse do custo de sobrecontratação de energia elétrica, determina o prazo para a Câmara de Comercialização de Energia Elétrica - CCEE incorporar às regras as contribuições aceitas e as alterações explicitadas na Nota Técnica SEM/SRE/ANEEL 085 de 05.03.2008, bem como altera os arts. 3º, 5º e 6º da Resolução Normativa 255 de 06.03.2007.",ANEEL,"Aprovação 
 ",http://www.aneel.gov.br/cedoc/ren2008305.pdf,REN,ren2008305.pdf
RES - RESOLUÇÃO 305/2003,01/07/2003,"Estabelece os valores das parcelas da receita anual permitida pela disponibilização das novas instalações de transmissão de energia elétrica, integrantes da rede básica do sistema elétrico interligado, de FURNAS Centrais Elétricas S.A.",ANEEL,"Fixação 
 ",http://www.aneel.gov.br/cedoc/res2003305.pdf,RES,res2003305.pdf
RES - RESOLUÇÃO 306/2003,01/07/2003,"Estabelece as receitas anuais permitidas pela disponibilização das instalações de transmissão integrantes da rede básica e das demais instalações de transmissão, existentes e em operação em 30.06.2003, para as concessionárias de transmissão de energia elétrica especificadas.",ANEEL,"Fixação 
 ",http://www.aneel.gov.br/cedoc/res2003306.pdf,RES,res2003306.pdf
RES - RESOLUÇÃO 306/1999,27/10/1999,"Autoriza a Termobahia Ltda a estabelecer-se como produtor independente de energia elétrica e implantar a Usina Termelétrica Termobahia Fase I, de cogeração, no município de São Francisco do Conde, (BA).",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res1999306.pdf,RES,res1999306.pdf
RES - RESOLUÇÃO 309/2002,06/06/2002,"Autoriza para fins de regularização, a Usina Nova América S.A, a estabelecer-se como autoprodutor de energia elétrica, mediante a exploração da central geradora termelétrica Nova América, no município de Tarumã, (SP), para uso exclusivo.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2002309.pdf,RES,res2002309.pdf
REN - RESOLUÇÃO NORMATIVA 311/2008,09/05/2008,"Altera os parágs. 3º e 5º do art. 43 da Norma de Organização ANEEL 001, revisada pela Resolução Normativa ANEEL 273 de 10.07.2007, referente aos procedimentos para o funcionamento, a ordem dos trabalhos e os processos da Diretoria, nas matérias relativas à regulação e à fiscalização dos serviços e instalações de energia elétrica.",ANEEL,"Alteração 
 ",http://www.aneel.gov.br/cedoc/ren2008311.pdf,REN,ren2008311.pdf
RES - RESOLUÇÃO 310/2003,01/07/2003,Aprova o orçamento econômico do Operador Nacional do Sistema Elétrico - ONS para o exercício de 2003.,ANEEL,"Aprovação 
 ",http://www.aneel.gov.br/cedoc/res2003310.pdf,RES,res2003310.pdf
RES - RESOLUÇÃO 311/2003,02/07/2003,"Declara de utilidade pública, para instituição de servidão administrativa, em favor da Centrais Elétricas de Santa Catarina S.A - CELESC, as áreas de terras necessárias a passagem da Linha de Transmissão Siderópolis - Forquilhinha, e que se origina na Subestação Siderópolis e termina na Subestação Forquilhinha, nos municípios de Siderópolis e Forquilhinha, (SC).",ANEEL,"Declaração 
 ",http://www.aneel.gov.br/cedoc/res2003311.pdf,RES,res2003311.pdf
REN - RESOLUÇÃO NORMATIVA 312/2008,13/05/2008,"Altera a Resolução Normativa ANEEL 068 de 08.06.2004, que estabelece os procedimentos para a implementação de reforços nas demais instalações de transmissão, não integrantes da rede básica, e para a expansão das instalações de transmissão de âmbito próprio, das concessionárias ou permissionárias de distribuição de energia elétrica, bem como altera os arts. 7º e 10 da Resolução ANEEL 281 de 01.10.1999.",ANEEL,"Alteração 
 ",http://www.aneel.gov.br/cedoc/ren2008312.pdf,REN,ren2008312.pdf
RES - RESOLUÇÃO 312/2003,02/07/2003,"Declara de utilidade pública, para instituição de servidão administrativa, em favor da Companhia de Transmissão de Energia Elétrica Paulista - CTEEP, as áreas de terras necessárias à passagem da Linha de Transmissão Chavantes - Botucatu, que se origina na Subestação Chavantes e termina na Subestação Botucatu, nos municípios de Chavantes, Ipauçu, Bernardino de Campos, Piraju, Manduri, Cerqueira César, Arandu, Avaré, Itatinga e Botucatu, (SP).",ANEEL,"Declaração 
 ",http://www.aneel.gov.br/cedoc/res2003312.pdf,RES,res2003312.pdf
REN - RESOLUÇÃO NORMATIVA 314/2008,23/05/2008,"Altera a Resolução Normativa ANEEL 063 de 12.05.2004, que aprova procedimentos para regular a imposição de penalidades aos concessionários, permissionários, autorizados e demais agentes de instalações e serviços de energia elétrica, bem como às entidades responsáveis pela operação do sistema, comercialização de energia elétrica e gestão de recursos provenientes de encargos setoriais.",ANEEL,"Alteração 
 ",http://www.aneel.gov.br/cedoc/ren2008314.pdf,REN,ren2008314.pdf
RES - RESOLUÇÃO 314/2003,02/07/2003,"Estabelece a energia assegurada referente a Pequena Central Hidrelétrica Santa Bárbara, no rio Santa Bárbara, município de São Gonçalo do Rio Abaixo, (MG), de propriedade da Centrais Elétricas da Mantiqueira S.A - CEM.",ANEEL,"Fixação 
 ",http://www.aneel.gov.br/cedoc/res2003314.pdf,RES,res2003314.pdf
RES - RESOLUÇÃO 315/2003,02/07/2003,"Estabelece a energia assegurada referente à Pequena Central Hidrelétrica Sacre 2, no rio Sacre, município de Campo Novo dos Parecis, (MT), de propriedade da empresa Brasil Central Engenharia Ltda.",ANEEL,"Fixação 
 ",http://www.aneel.gov.br/cedoc/res2003315.pdf,RES,res2003315.pdf
RES - RESOLUÇÃO 313/2003,02/07/2003,"Declara de utilidade pública, para fins de desapropriação, áreas de terra,  necessárias à implantação da estrada de acesso à Subestação Seccionadora Bom Despacho 3, no município de Bom Despacho, (MG), em favor da Companhia Energética de Minas Gerais - CEMIG.",ANEEL,"Declaração 
 ",http://www.aneel.gov.br/cedoc/res2003313.pdf,RES,res2003313.pdf
REN - RESOLUÇÃO NORMATIVA 316/2008,21/05/2008,"Aprova o Manual do Programa de Pesquisa e Desenvolvimento Tecnológico do Setor de Energia Elétrica, versão 2008, disponível em Anexo, no endereço eletrônico citado; Inclui  o inciso XX nos arts. 4º e 6º da Resolução Normativa ANEEL 063 de 12.05.2004 e Revoga a Resolução Normativa ANEEL 233 de 24.10.2006.",ANEEL,"Aprovação 
 ",http://www.aneel.gov.br/cedoc/ren2008316.pdf,REN,ren2008316.pdf
REN - RESOLUÇÃO NORMATIVA 317/2008,05/06/2008,"Altera a Resolução Normativa ANEEL 063 de 12.05.2004, que aprova procedimentos para regular a imposição de penalidades aos concessionários, permissionários, autorizados e demais agentes de instalações e serviços de energia elétrica, bem como às entidades responsáveis pela operação do sistema, pela comercialização de energia elétrica e pela gestão de recursos provenientes de encargos setoriais.",ANEEL,"Alteração 
 ",http://www.aneel.gov.br/cedoc/ren2008317.pdf,REN,ren2008317.pdf
RES - RESOLUÇÃO 316/2003,02/07/2003,"Prorroga os prazos estabelecidos, no inciso I do art. 3º, da Resolução ANEEL 115 de 05.04.2001, para a RIALMA S.A - Centrais Elétricas Rio das Almas, implantar e operar a Pequena Central Hidrelétrica Santa Edwiges III, no rio Buritis, município de Buritinópolis, (GO), bem como altera a redação do parágrafo único do art. 4º, da referida Resolução, relativo ao percentual de redução a ser aplicado às tarifas de uso dos sistemas elétricos de transmissão e distribuição.",ANEEL,"Prorrogação de prazo 
 ",http://www.aneel.gov.br/cedoc/res2003316.pdf,RES,res2003316.pdf
RES - RESOLUÇÃO 317/2003,02/07/2003,"Autoriza a Itaguaçu Energia S.A a estabelecer-se como Produtor Independente de Energia Elétrica, mediante a exploração do potencial hidráulico Pequena Central Hidrelétrica Itaguaçu, no rio Pitanga, municípios de Pitanga e Boa Ventura de São Roque, (PR), para comercialização da energia elétrica produzida, e dá outras providências.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2003317.pdf,RES,res2003317.pdf
REN - RESOLUÇÃO NORMATIVA 318/2008,09/06/2008,"Estabelece prazo para aplicação da metodologia que considera, para efeito do cálculo da Parcela Variável Por Indisponibilidade - PVI, as indisponibilidades de transformadores e de reatores, de concessionárias de transmissão de energia elétrica, que tiveram como causa a contaminação do óleo por enxofre corrosivo.",ANEEL,"Fixação 
 ",http://www.aneel.gov.br/cedoc/ren2008318.pdf,REN,ren2008318.pdf
RES - RESOLUÇÃO 319/2003,02/07/2003,"Divulga o percentual da área inundada pelo reservatório da Usina Hidrelétrica de Itiquira e o coeficiente de repasse por regularização a montante, para fins de cálculo do rateio dos recursos da compensação financeira pela utilização de recursos hídricos para geração hidrelétrica.",ANEEL,"Divulgação 
 ",http://www.aneel.gov.br/cedoc/res2003319.pdf,RES,res2003319.pdf
REN - RESOLUÇÃO NORMATIVA 320/2008,11/06/2008,"Estabelece critérios para classificação de instalação de transmissão como de Interesse Exclusivo de Centrais de Geração para Conexão Compartilhada - ICG para o acesso à rede básica do Sistema Interligado Nacional - SIN, de centrais de geração a partir de fonte eólica, biomassa ou pequenas centrais hidrelétricas.",ANEEL,"Fixação 
 ",http://www.aneel.gov.br/cedoc/ren2008320.pdf,REN,ren2008320.pdf
RES - RESOLUÇÃO 321/2003,04/07/2003,"Homologa as tarifas de compra e venda de energia elétrica, vinculadas aos montantes de energia e demanda de potência estabelecidos entre a Companhia Energética de São Paulo - CESP e a Eletropaulo Metropolitana Eletricidade de São Paulo S.A.",ANEEL,"Homologação 
 ",http://www.aneel.gov.br/cedoc/res2003321.pdf,RES,res2003321.pdf
REN - RESOLUÇÃO NORMATIVA 322/2008,14/07/2008,"Aprova o modelo de Termo Aditivo ao Contrato de Comercialização de Energia no Ambiente Regulado - CCEAR por disponibilidade, decorrente de alterações contratuais, relativas à forma de pagamento da receita de venda do agente de geração, com prazo para celebração, disponível no endereço eletrônico citado.",ANEEL,"Aprovação 
 ",http://www.aneel.gov.br/cedoc/ren2008322.pdf,REN,ren2008322.pdf
RES - RESOLUÇÃO 321/1999,16/11/1999,"Transfere para a Cimento Rio Branco S.A, a concessão para explorar o potencial hidráulico da Pequena Central Hidrelétrica Santa Cruz, no rio Tacaniça, município de Rio Branco do Sul, (PR), para uso exclusivo da energia elétrica produzida.",ANEEL,"Transferência 
 ",http://www.aneel.gov.br/cedoc/res1999321.pdf,RES,res1999321.pdf
RES - RESOLUÇÃO 322/2003,04/07/2003,"Homologa as tarifas de compra e venda de energia elétrica, vinculadas aos montantes de energia e demanda de potência estabelecidos entre a Centrais Elétricas do Norte do Brasil S.A - ELETRONORTE e a Companhia de Energia Elétrica do Estado do Tocantins - CELTINS.",ANEEL,"Homologação 
 ",http://www.aneel.gov.br/cedoc/res2003322.pdf,RES,res2003322.pdf
RES - RESOLUÇÃO 323/2003,04/07/2003,"Homologa as tarifas de compra e venda de energia elétrica, vinculadas aos montantes de energia e demanda de potência estabelecidos entre a Empresa Metropolitana de Águas e Energia S.A - EMAE e a Eletropaulo Metropolitana Eletricidade de São Paulo S.A.",ANEEL,"Homologação 
 ",http://www.aneel.gov.br/cedoc/res2003323.pdf,RES,res2003323.pdf
